vr_unbrain,vl_unbrain,prev_vl,prev_vr,vl_real,vr_real
-6.8331005245,-16.8649521325,-15.6530095043,-5.4640602376,-13.6832137903,-18.3621784051
-7.9428502020,-18.1276412860,-16.8567641803,-6.7915910399,-25.3009597460,-21.9033161799
-8.2434798217,-18.1118961482,-18.0631583083,-8.1150552949,0.0000000000,-32.5292070707
-10.7715996812,-20.5102517061,-18.0631583083,-8.1150552949,0.0000000000,-20.9434111913
-2.0963053524,-23.3506031689,-20.4852677828,-10.7462209023,8.0597758293,-24.2420136929
-2.2093765810,-23.2282303525,-23.3594161058,-2.0768869241,-4.8429399729,-25.4531006018
0.5507040742,-24.4326382084,-23.3594161058,-2.0768869241,-15.7757699490,-15.8518503110
7.0045278201,-28.2299924745,-24.4444425816,0.4583698442,-5.5288791656,-31.2433143457
4.3430034958,-20.2464862746,-28.2515818235,7.1386184935,-20.7346955935,-57.5700839361
21.3227599309,-2.9220605155,-20.0891231878,4.1334370468,-38.7148221334,-59.7448229790
22.3191990162,-1.4405633745,-2.8447105116,21.1395009640,-42.5916353861,-54.9841046333
23.7069894069,-0.1882077422,-1.4719104887,22.3669128375,-54.0387868881,-66.6666666667
24.7925849180,1.2671847079,-0.1344732269,23.5766500577,-47.2172220548,-66.6666666667
24.8207900528,1.1544121720,1.1797718542,24.7865284461,-55.3924043973,-66.6666666667
25.9062736826,2.4591198891,1.1797718542,24.7865284461,-55.8058222135,-66.6666666667
27.3535367909,3.8272825655,2.4800322005,26.0021578199,-58.2860827446,-66.6666666667
28.5099526475,5.0334438908,3.7769502330,27.2194967215,-55.4459492366,-66.6666666667
30.7935328659,7.8395962462,5.0834079954,28.4305022750,-7.4329048395,-36.9333783786
30.9239251672,7.7898878012,7.7500284951,30.8148169361,-6.8641096354,-21.1608827114
31.9777987724,9.1295151153,7.7500284951,30.8148169361,-15.5265202125,-23.0372687181
33.4620114677,9.3322052707,9.0929626090,31.9988936506,-17.4333413442,-25.6424566110
26.4798646101,9.3148425333,9.3815452934,33.3365553630,6.6486368577,-32.0109744867
27.3725230626,11.0295968471,9.3447503020,26.4665642077,0.0000000000,-18.9639806747
28.5825008005,12.3145059231,11.0234190809,27.3999454437,11.1383219560,-27.9474854469
31.7361315279,3.1844168758,12.3590699758,28.6697478101,0.0000000000,-15.1734640201
23.6447717983,0.9248898074,3.3150555194,31.6765243145,9.7183326880,-28.8228094578
23.2578943965,-8.8012414175,0.8418471712,23.6820779055,-11.7493043343,-37.4094724655
16.7703717039,-7.2202372251,-8.7073532324,23.3805091938,-12.6717915138,-51.5264789263
20.6756743280,-12.1796581299,-7.0902313756,16.7979844725,-25.5329469840,-57.5068394343
21.7942144841,-10.9460857840,-12.2332608269,20.7655407799,-38.4507775307,-63.8316988945
23.2664746936,-9.5817583522,-10.9061134410,21.9655713060,-13.7317339579,-37.1901631355
24.4158249783,-8.2468995251,-9.5679241081,23.1793935620,4.3548847238,-23.4771569570
25.5825071434,-6.9651559619,-8.2668045924,24.3864417028,-8.7234556675,-40.8083677292
26.9568082473,-5.5672820999,-6.9804572552,25.5964615894,-10.2850258350,-30.3262869517
27.8079246945,-5.2917775996,-5.6891329578,26.8055883157,-12.3732785384,-20.8852708340
28.9624220708,-3.9622269072,-5.3856143446,27.7003732067,5.7461758455,-12.3891174793
30.0002134476,-2.7213050669,-4.0672753964,28.8558885833,3.5176197688,-26.9133766492
24.9535417580,-0.1104331367,-2.6971839343,30.0349728445,10.6671790282,-13.7596289317
16.7208994640,-5.8866275824,-0.2065536129,24.8473153792,0.0000000000,-17.4185117086
14.9044351390,-7.9058964740,-5.8145715805,16.7223754760,10.7992182175,-12.5070303679
17.5449774838,-8.2768921519,-8.0333256731,14.9111187499,16.9497648875,0.0000000000
15.9522163260,-12.7523049788,-8.2017004505,17.6067654646,23.4156926473,0.0000000000
14.1266654731,-13.5684956764,-12.7209684961,16.0036233332,14.3416911364,0.0000000000
15.1255013840,-12.6166885277,-13.6951194366,14.0104166952,16.2936399380,0.0000000000
16.3776780932,-11.2690983685,-12.4997343187,15.1072479273,21.1974263191,-3.8507315020
9.6265459443,-16.4368833058,-11.2038677772,16.3143852046,22.7736194928,0.0000000000
8.2451461317,-17.7411163487,-16.4968045822,9.6907566233,66.6666666667,-31.3530067603
7.1536532910,-18.9002164036,-17.6909595367,8.3878684412,66.6666666667,-66.6666666667
5.5811324139,-20.2649277199,-18.8953723722,7.0603693560,66.6666666667,-66.6666666667
14.6290490765,-22.8339507215,-20.0909567631,5.7253929027,66.6666666667,-66.6666666667
23.8447019850,-25.9892701428,-23.0482906683,14.6871035332,66.6666666667,-66.6666666667
29.8110612988,-31.5662964044,-25.9208066166,23.7619606112,66.6666666667,-66.6666666667
36.0811002506,-37.1806027411,-31.5393560457,29.8815694920,66.6666666667,-66.6666666667
42.3581703402,-42.7760215970,-37.0949419999,36.0273091977,66.6666666667,-66.6666666667
48.3934827190,-48.5057015230,-42.6889161744,42.3708561624,66.6666666667,-66.6666666667
54.2031220634,-54.3389251557,-48.6696889529,48.4111206178,35.5491558711,-11.4459484816
59.4588373288,-59.9357119228,-54.3556858584,54.2439439962,20.6081509590,-7.6144496600
65.2099421897,-65.5502159000,-59.9495304114,59.5729001257,8.4673941135,-19.8581258456
59.9272292451,-59.9744609810,-65.6153263502,65.2935944543,0.0000000000,-37.1753692627
53.7172960213,-53.3897641251,-59.9103366892,59.8851468366,-7.6929837465,-37.0673060417
47.8989034057,-46.9386462453,-53.5501621431,53.7138435408,-7.7023451527,-16.9831792514
44.6332675400,-43.9155893422,-46.9123493953,47.9234254721,9.0258528789,-14.3924971422
38.7859079635,-37.9902196298,-43.9440045116,44.7729757830,-19.6333448092,-22.4052230517
32.4999940642,-32.1657539425,-38.0550753579,38.7506003940,-19.6333448092,-22.4052230517
26.3923555307,-25.9991527094,-32.1031646367,32.5765549177,-9.9812855323,-23.8270481428
24.9382154514,-24.0111648830,-25.9321884496,26.4326586082,-8.6417307456,-39.8107290268
26.1701324286,-22.7301205839,-23.9544864774,24.9221669574,0.0000000000,-32.8922907511
27.2222941775,-21.2352485588,-22.6134963514,26.0749322269,0.0000000000,-15.9755607446
28.4672057168,-19.9411569194,-21.2317702355,27.2272307015,3.7744179368,-15.4370596011
20.3610109022,-16.9609842045,-19.8630409468,28.3850638715,9.0234577656,-22.9301015536
16.9644941955,-14.8854877085,-16.9520697213,20.3197105212,14.6993368864,0.0000000000
18.3474863448,-13.5276680628,-14.8868220602,17.0257307624,15.4970566432,-7.4242909749
15.8886892894,-15.8726055817,-13.5771662394,18.2538003705,16.5621101856,4.2810946703
17.2170038001,-14.3849847371,-15.7655824976,15.9737773673,24.1375486056,4.1586883366
18.5288645169,-13.1293026870,-14.4593011922,17.2098916605,21.1971720060,0.0000000000
11.8670597667,-19.6017208583,-13.1610715266,18.4312085610,18.9337770144,-9.6730162700
17.7332974080,-18.8241577671,-19.6475388918,11.8528110510,21.7756191889,-7.6995760202
16.3469251258,-19.9145182481,-18.8671897293,17.8511998848,28.9454837640,4.5752118031
14.9769664441,-21.2208282340,-20.0421798258,16.4908659782,30.7798763116,4.6069706480
13.8639608395,-22.4133578793,-21.2640732881,15.1016786230,19.0794428190,-6.5371458729
12.3973264429,-23.6727584701,-22.4480550453,13.7365923531,17.5121108691,-12.5151922305
11.0656040681,-24.6905235617,-23.6210238898,12.3866895798,14.5850638549,-27.1468897661
9.0601087264,-22.1330930250,-24.7981474176,11.0591350188,20.6525484721,-9.5803538958
16.1080994443,-18.4172043415,-22.1059345047,9.0229353105,5.0216411551,0.0000000000
17.6139888856,-20.0517504549,-18.5351243372,15.9687157753,19.0324584643,5.5442586541
11.8727751201,-13.8921853071,-20.0370484726,17.5898808742,23.0680525303,0.0000000000
12.1645402178,-13.1571943448,-13.6800118250,11.8185907664,14.5218908787,10.2553099394
11.0577281076,-14.3345017782,-13.0527485480,12.2550835430,25.4908462365,0.0000000000
9.6014921377,-15.4404072329,-14.2844441525,10.9278649482,26.2644131978,-24.7566223145
8.3435924705,-16.7103913284,-15.5014528555,9.6049556468,11.3389879465,0.0000000000
17.1433904445,-19.2269714184,-16.7118125252,8.2746787531,0.0000000000,-32.3233346144
17.1886401090,-19.1002235776,-19.1254361072,17.1845947324,18.6710317930,13.5241031647
11.6113432849,-14.6101905026,-19.1254361072,17.1845947324,20.2570458253,0.0000000000
12.7632532818,-13.1715716131,-14.4332220050,11.5648862224,27.4346252282,0.0000000000
11.1847683487,-14.5412026852,-13.2082781364,12.6452682400,26.5706737836,0.0000000000
11.0586084264,-14.3931196428,-14.4326836278,11.2871550559,21.4505910873,0.0000000000
8.7825732259,-16.4088677161,-14.4326836278,11.2871550559,29.5263926188,-5.8856288592
7.3064769780,-17.5667149736,-16.4547354701,8.6384414037,13.0658100049,0.0000000000
7.4385278402,-18.9047782824,-17.4958772387,7.3051395797,10.1843694846,0.0000000000
5.4757677305,-14.8452930760,-18.8170178393,7.4156453402,16.3240482410,5.2175049980
3.3144099701,-11.6878044077,-15.0924929738,5.2412626500,12.4922404687,-11.1217071613
1.8393342991,-12.9555838872,-11.6380519661,3.1136237501,-12.7908865611,-12.9280209541
1.8925138724,-12.7666816383,-12.8473007540,1.7976500135,3.5371681054,-22.2181300322
12.4239214553,-13.2789061339,-12.8473007540,1.7976500135,-7.9748898745,-27.9124200344
12.4088979883,-13.2455578392,-13.2794304293,12.4985209719,19.1626191139,-18.1383172671
10.2102959888,-15.2064167063,-13.2794304293,12.4985209719,10.7219854991,-23.8488852978
17.7238203706,-19.4229426558,-15.2737613490,10.1814567889,15.8265213172,-12.5724087159
17.8071135784,-19.6367225691,-19.4547322007,17.7553642559,0.0000000000,-16.0386403402
16.7189290158,-20.4128263722,-19.4547322007,17.7553642559,-8.5493773222,-18.1677301725
17.6654086008,-17.4219397155,-20.5397123728,16.6673985169,0.0000000000,0.0000000000
17.8029735346,-16.3045129456,-17.3453799885,17.7065354032,-6.0900305708,-27.9575129350
18.9216728264,-14.8832436069,-16.3940077584,17.7296596112,6.2864164511,-18.8606977463
11.1880352324,-10.8715769885,-15.0750635025,18.9410991927,0.0000000000,-15.5994196733
12.0081824252,-9.3412034254,-10.6914873807,11.0592204325,-15.2874122063,-30.8493733406
13.3405573891,-8.1314681064,-9.4076654750,12.1435222429,-18.5570657253,-39.2243186633
14.7015331551,-6.6646809892,-8.0772277095,13.3753623659,-7.2266022364,-45.1276302338
15.6552237730,-5.2932890016,-6.7430547493,14.5857711032,-22.7859377861,-37.6182436943
16.9572599169,-4.0868826487,-5.4062125744,15.7891874352,-5.1245917877,-45.9757367770
19.5186548929,-1.4779024235,-4.0652755507,16.9883639745,-22.9661623637,-27.1400292714
19.3104235822,-1.2639706509,-1.3795701235,19.3810694846,0.0000000000,-25.4946788152
20.5479017245,-0.0173871231,-1.3795701235,19.3810694846,-6.7782322566,-30.8461348216
23.2844432348,-0.0705324385,-0.0431333181,20.5790645891,-8.6680412292,-18.2035962741
24.5905686637,1.4390343452,-0.0329707238,23.3266611503,-22.6204355558,-30.5095732212
21.6015093225,3.4149434825,1.2600931419,24.5231144955,-22.7271993955,-37.6322547595
22.8490652853,4.5420813935,3.3213349045,21.7334577772,-11.9466523329,-13.2968167464
24.1035569924,5.9247114427,4.6304937935,22.9260856761,-22.7227667967,-8.5733473301
18.4536740851,8.6849648043,5.9738713719,24.1376237219,-26.1721332868,-20.3119794528
16.0326700516,10.3139193824,8.5263387125,18.3789522660,-11.5658730268,-22.5502550602
17.2002818328,11.9364561611,10.4524259022,16.0579517539,-8.5103760163,-6.0261026025
18.3564104301,13.0658121739,11.7901648656,17.2702154769,-9.0572744608,-8.3426445723
9.2587263895,12.2042746476,13.1318246187,18.4895009703,-13.6501501004,-11.8526478608
9.6436886700,12.3008621105,12.2331001110,9.5118548866,-10.8899513880,-10.0926021735
11.2085150234,11.9109015489,12.2331001110,9.5118548866,-4.9579938253,-26.6501565774
11.2711805726,11.8394081749,11.7475317316,11.0841344087,-10.6322705746,-12.8219664097
14.8315342301,6.3604896547,11.7475317316,11.0841344087,-12.1206869682,-12.3595535755
15.2406506094,7.7026923398,6.3408805869,14.8618148757,-20.0836996237,-8.1770355503
15.3979741632,7.5621751692,7.7405796046,15.3639842961,0.0000000000,-13.7102286021
15.1588760154,9.4158774376,7.7405796046,15.3639842961,-10.9145700932,-15.7118429740
10.2246664515,11.3319814771,9.3613607348,15.0980911977,-10.7767124971,-12.1999055147
14.2961369231,3.9542013553,11.5636785330,10.1774227312,-17.8711851438,0.0000000000
14.3960714197,3.6532696345,3.7726271977,14.3758911597,-25.6051222483,0.0000000000
5.4925244954,8.4194325540,3.7726271977,14.3758911597,-28.6605139573,-14.2427106698
-0.4110481237,11.6205540726,8.4603062552,5.4674717760,-15.4025892417,-23.0660100778
-0.3628390374,11.6896413807,11.6687958603,-0.4292702196,-23.8730033239,-35.0587209066
2.2865115112,14.1381944321,11.6687958603,-0.4292702196,-23.9164868991,-39.8768981298
2.3027838235,14.0472094710,14.1219453947,2.2482103793,-15.8335765203,-12.3859663804
3.6255498473,15.4771682603,14.1219453947,2.2482103793,-21.5512116750,-7.6219240824
4.8003710055,16.4655973299,15.3284600500,3.5868286001,-19.8166489601,-10.5058272680
7.6307966219,19.1445339853,16.5283687690,4.9212985239,0.0000000000,-5.1940068603
8.9661661312,20.2174347108,18.9251654189,7.5846307114,0.0000000000,13.5256558657
8.9738708990,20.0167409972,20.1261114196,8.9124050242,12.6345256964,25.1285950343
8.3113567683,10.8412177256,20.1261114196,8.9124050242,12.5133464734,36.4031593005
0.5870818187,3.3245058790,10.9164897612,8.2829912907,10.8848094940,25.3826518854
3.8555183203,6.6520461691,3.3287137108,0.7280175827,20.6952691078,25.8731524150
6.1564350347,8.7273509108,6.7168626319,3.8947164222,22.5645899773,40.7817959785
6.0639265190,8.5420141410,8.7095322468,6.1747879370,10.3809088469,29.4650038083
8.6335323354,11.2031998885,8.7095322468,6.1747879370,18.4934039911,35.8448584874
10.0843139422,12.3008005303,11.0786807443,8.7831832201,23.3786225319,45.7080682119
10.2710015632,12.4089926880,12.2838265272,10.1069914898,25.0429948171,46.9613512357
12.9522025548,14.7695109183,12.2838265272,10.1069914898,9.8298132420,40.3451879819
14.1864224451,15.9429798910,14.6965867895,12.7552494297,19.1256066163,48.6371874809
12.2028446703,17.5635545598,15.9037019264,14.0787345703,19.1129982471,49.4928479195
12.2154052872,17.5757046300,17.5151115742,12.3803275154,25.0709275405,50.8438944817
15.0033408424,19.8330526248,17.5151115742,12.3803275154,21.8600710233,60.1505796115
16.5146130000,21.0962411354,19.9281925126,15.0109200415,13.0775908629,52.8090993563
17.4951585867,22.3187874772,21.1414521974,16.3328770827,11.6214762131,63.9539837837
16.4113690447,23.8474683595,22.3504879254,17.6545511735,14.9348050356,57.7371478081
14.6096338689,25.5297071183,23.8895755020,16.4736274346,0.0000000000,59.8403493563
15.9688688571,26.6056892375,25.5164068740,14.4998727801,10.1629942656,58.7578217189
6.9193471806,29.5486173153,26.6947191043,15.8341481477,17.5618688265,49.4238217672
8.0832376561,30.7007431128,29.6409455571,6.8584753818,16.9926603635,66.6666666667
9.6003997920,32.0558294607,30.7010629254,8.0377352830,16.9926603635,66.6666666667
12.1856721246,34.3840891990,31.9226667311,9.4221401199,15.4156347116,61.7996931076
13.2597133831,35.6429800227,34.3541232678,12.0623765572,0.0000000000,41.1092440287
14.6802566418,36.6915715378,35.5614586444,13.3758626391,32.4428677559,43.3050473531
16.1400897385,38.0173206221,36.7504745324,14.7114491054,26.4222562313,40.0537769000
7.1086796669,40.9689752357,37.9278169240,16.0605988922,22.5276788076,34.2430710793
8.1929455091,41.9083125535,40.8333258224,7.1189472829,16.3374692202,39.3123944600
9.8876106570,40.9047710659,41.9236119056,8.1816925440,15.7284915447,38.5825554530
11.1240438097,42.3846656424,41.0181159806,9.8696322773,27.8295397758,31.5506140391
-42.6581874803,-12.6334351000,42.2482822433,11.1306176270,15.3990079959,41.2334521612
-43.9937022549,-13.9047183922,-12.6036064313,-42.6901514280,0.0000000000,40.8706108729
-45.0681793260,-15.3410419844,-13.9415872444,-43.8455320353,23.5962867737,35.6405973434
-47.9937270415,-6.2884124988,-15.2660625215,-45.0311053287,17.9258704185,17.1621541182
-42.8484615799,-8.8158310718,-6.2397873773,-48.0056802386,19.5762594541,41.6564782461
-33.6780099299,-12.1908941599,-8.8492615957,-42.8340637445,0.0000000000,32.4498812358
-34.5914371652,-13.5558223930,-12.0777507309,-33.6944391544,0.0000000000,33.5788885752
-37.7948416009,-4.7709784664,-13.6162005352,-34.9202061372,-9.2326462269,13.7568920851
-39.6567656709,0.1733277747,-4.7046857414,-37.8775258471,0.0000000000,20.2339371045
-31.4195046565,4.0490799854,-0.0141874947,-39.6181539450,-18.0579026540,-3.5873924692
-26.7156101960,9.8197973345,4.0444772167,-31.3568450632,-29.0166060130,-8.3370228608
-18.8912874890,16.6787300703,9.8654720690,-26.7621939703,-66.6666666667,-25.7892688115
-19.1696109276,14.2321225396,16.5855930031,-18.6526965284,-66.6666666667,-32.9111854235
-21.6013540879,10.7618690535,14.1388130555,-19.2224439284,-66.6666666667,-31.0247838497
-23.3500490526,9.2676712647,10.9364193195,-21.6329916028,-66.6666666667,-57.6292673747
-24.2555401673,7.7004427342,9.0550461949,-23.2414145064,-66.6666666667,-50.5376060804
-25.6063739616,6.2208743231,7.7265416382,-24.4169168246,-66.6666666667,-62.5733693441
-26.7815107096,5.2035427819,6.3959216261,-25.6201674491,-66.6666666667,-62.1433774630
-28.0097235695,4.0492849180,5.0868252528,-26.8327367899,-66.6666666667,-64.5459890366
-29.2276635111,2.5293265703,3.7908723844,-28.0501769223,-66.6666666667,-66.6666666667
-30.6265976475,1.3165780206,2.4882766572,-29.2629853832,-66.6666666667,-66.6666666667
-31.7132204423,-0.3107090793,1.1590905151,-30.4600260029,-66.6666666667,-66.6666666667
-32.7089963981,-1.4052490181,-0.2027082576,-31.6369044705,-66.6666666667,-66.6666666667
-33.8980589471,-3.0225013689,-1.5811360225,-32.8021096720,-66.6666666667,-66.6666666667
-35.3203720559,-4.2737286353,-2.9459862181,-33.9738116391,-66.6666666667,-66.6666666667
-36.3957676598,-5.6382425372,-4.2748113744,-35.1668428832,-66.6666666667,-64.8063341777
-37.5365652778,-6.7558562776,-5.5739447946,-36.3785981925,-66.6666666667,-65.0711774826
-38.8746059966,-8.3954386707,-6.8797825682,-37.5864251576,-66.6666666667,-59.6266746521
-39.8579783103,-9.5941982522,-8.2313723846,-38.7641748579,-66.6666666667,-37.8777106603
10.9735302548,40.9109846321,-9.6310456768,-39.9088018459,-66.6666666667,-29.8926870028
12.4966385633,42.1332358542,41.0489968936,11.0346334131,-66.6666666667,-4.2049611608
13.6466834901,43.3121730791,42.2191303243,12.3919440220,-50.2608935038,0.0000000000
14.9105093941,44.5370234955,43.4218046740,13.7002106711,-48.4274307887,29.1926821073
6.2565226330,47.6068131210,44.6209194763,15.0109832626,-24.5830357075,35.0641330083
-3.1567425425,49.8381357850,47.5239584964,6.0945107640,-19.5564428965,55.5794000626
-10.2831850613,40.7816870303,49.8644901009,-3.0945858382,-5.5354769031,66.6666666667
-17.5993922743,32.7440111442,40.7424538586,-10.3837613631,0.0000000000,66.6666666667
-20.5411740371,28.3941768393,32.6969613102,-17.4000910822,3.8720587889,66.6666666667
-20.1852359300,28.8968786802,28.3403299369,-20.6106363108,9.9411785603,66.6666666667
-17.6691622408,31.4899214921,28.8149264112,-20.1210148511,4.4832716386,66.6666666667
-17.7956743013,34.2489381731,31.5156734898,-17.7566361207,12.0328168074,66.6666666667
-16.5196629842,35.1788977222,34.1900945211,-17.7469766427,9.5172325770,66.6666666667
-15.1266484365,36.6247747697,35.2468471357,-16.5674255556,0.0000000000,66.6666666667
-13.8923594204,37.5703495145,36.4617938933,-15.1354512548,9.8427166541,66.6666666667
-12.6475968418,38.7661229946,37.6762141581,-13.7984249864,-5.2998041113,66.6666666667
-11.2578265644,40.0803589249,38.8970860643,-12.5357421651,13.3400917053,66.6666666667
-9.6655218296,41.1961669890,40.1014152466,-11.2628032484,0.0000000000,66.6666666667
-8.5628885996,42.4670358312,41.2584172179,-9.9116265618,0.0000000000,66.6666666667
-7.1899728400,43.5193639418,42.3771142142,-8.5049694625,14.3524666627,66.6666666667
-44.5858141314,5.7951989669,43.5082325710,-7.1446766568,13.3786598841,63.0648175875
-45.9390335686,4.6481451326,5.8946454215,-44.6863720362,18.9353823662,50.4481712977
-46.9823299708,3.4309380254,4.6894700779,-45.8835510298,13.2844825586,53.5238265991
-48.1728887291,2.0012800403,3.4045760238,-47.0368840444,0.0000000000,41.5518005689
-49.2851796084,0.6318858690,2.0257569824,-48.1358550260,0.0000000000,18.0167257786
-50.3822835867,-0.4385365021,0.6879584176,-49.2527311974,-24.9417722225,-8.4021915992
-49.3927556467,0.0035814374,-0.5231573596,-50.4375662206,-46.9655036926,-8.5232456525
-40.2039647964,-1.2504894328,-0.1003908287,-49.4659946344,-54.8780639966,-31.4992626508
-30.9989737933,6.8044016339,-1.3148202053,-40.2335971050,-66.6666666667,-35.5346719424
-23.0558077800,13.4277290785,6.7063408142,-30.9760311641,-66.6666666667,-48.9185571671
-20.3896072590,15.0149300218,13.3916392147,-23.0003672341,-66.6666666667,-58.6653788884
-21.7257140349,13.8641057408,14.9802020287,-20.4876248183,-66.6666666667,-58.0863833427
-24.5485236799,10.7045106062,13.8474521562,-21.7423588663,-66.6666666667,-66.6666666667
-27.9002655004,7.7101533168,10.7175430258,-24.5058397928,-66.6666666667,-66.6666666667
-29.0550116715,6.3084702518,7.6083454802,-27.9822540155,-66.6666666667,-66.6666666667
-30.3047193345,5.0631595076,6.3855406245,-29.1216976228,-66.6666666667,-66.6666666667
-31.5462507757,3.7877042856,5.0631656432,-30.3864847291,-66.6666666667,-66.6666666667
-32.9373307129,2.3822180928,3.7640155523,-31.6147156907,-66.6666666667,-66.6666666667
-34.0624985910,1.1586262965,2.4405744264,-32.8127925115,-66.6666666667,-66.6666666667
-35.0471300047,-0.3103667198,1.0773952002,-33.9842070774,-66.6666666667,-66.6666666667
-36.2578881821,-1.8036702004,-0.3020719983,-35.1435728764,-66.6666666667,-66.6666666667
-37.5023631032,-2.6810041487,-1.6555176590,-36.3155657992,-66.6666666667,-52.3349523544
-38.5778192801,-4.3822544389,-2.9577774970,-37.5162110622,-66.6666666667,-25.0250478586
-39.9685378581,-5.5000109207,-4.2271874088,-38.7357480737,-64.1881068548,-15.2758568525
6.6825937538,41.3219201822,-5.5152629073,-39.9425878986,-48.4493970871,0.0000000000
8.1945811875,42.2331836742,41.1132598354,6.8573399627,0.0000000000,34.3016068141
9.4136127732,43.4797446069,42.2629239719,8.2275032096,-15.9307509661,35.2777083715
2.3040622687,45.8425112428,43.4353608641,9.5570936688,13.5136306286,49.2480357488
-4.5156784545,37.2025670643,45.9258153233,2.4414071022,6.9315344095,66.6666666667
-12.2651828318,28.0831710736,37.2807539363,-4.5777279789,19.8141853015,66.6666666667
-16.2009145371,23.1343621471,28.1496869464,-12.0936968626,21.5094705423,66.6666666667
-16.5841858512,22.8797250455,23.2221873926,-16.2123122132,0.0000000000,66.6666666667
-14.1363297173,24.9957787610,22.8759153265,-16.6609713189,10.5761706829,66.6666666667
-11.6938259947,30.4534330690,25.1595649031,-14.0691943885,24.4330763817,66.6666666667
-12.0947210223,29.9920437552,30.5417069446,-11.7300931740,7.3602820436,66.6666666667
-10.8486203107,31.3125611968,30.0277562707,-12.1812382254,8.5610995690,66.6666666667
-9.6638376056,32.5041969806,31.2709129875,-10.8531522245,14.5474056403,66.6666666667
-7.9975174873,33.5602408429,32.4979576942,-9.4735612794,23.1038431327,66.6666666667
-6.6264467995,34.7259215697,33.6784807605,-8.0720987101,11.8094801903,64.0832662582
-5.3752343223,36.0073116356,34.8450768732,-6.6700831961,13.0200852950,53.7914276123
-3.8751717330,37.1496554187,36.0263119733,-5.3101802030,21.7916866144,50.3232757250
-1.5228249604,39.6994556566,37.2331755338,-4.0072440125,9.6148928006,29.2165756226
-0.0946333177,40.7523322111,39.6381355541,-1.3976815219,24.7338732084,0.0000000000
1.5833720277,41.8639295466,40.7855592710,-0.0012905395,26.0579387347,0.0000000000
4.0007178006,35.6747307393,41.9161179641,1.4174263231,24.3863999844,-7.1718548735
7.3630288349,26.6124953328,35.7220581758,4.0830351231,24.3863999844,-7.1718548735
10.8692787653,17.8879280693,26.5887414177,7.2319937836,25.3062844276,-8.2776054740
14.2034879222,9.0548357191,17.6614475005,10.7145067982,24.6242086093,6.9647977750
18.0398547194,0.9892502743,9.0072642353,14.2295995349,12.6306702693,14.7283107042
21.3084540151,-7.5729070211,0.8778748429,17.9912084987,16.2978986899,5.3403521578
22.7842274494,-6.2030737416,-7.6687377292,21.3663942087,27.4362524350,-8.2070231438
18.9904065191,-3.9093591857,-6.1462625340,22.7978943863,22.9491631190,0.0000000000
18.9924617347,-2.2975649274,-3.8949624309,18.9672974932,28.2983342806,5.2825416128
21.4418959383,-9.2019902574,-2.3751349054,19.0131513066,14.4324044387,8.1713149945
22.8277025636,-7.9977573890,-9.3445180334,21.4942704600,22.2764670849,14.0061726173
16.6925091316,-5.5392877211,-8.1467667707,22.6465468650,11.6600960493,13.6710584164
17.9916482776,-4.4028782009,-5.5520510059,16.7751793726,14.6684030692,29.6231230100
17.9235553280,-4.1821239616,-4.2637808664,17.9445293273,22.1559981505,24.1204241912
13.6318010582,-1.6698895135,-4.2637808664,17.9445293273,32.9683880011,32.9114476840
15.8363587396,0.5717246861,-1.9202568760,13.6240025471,21.5314507484,27.8745055199
17.1812478752,1.8761225987,0.7389529544,16.0260746644,21.5879996618,26.3959765434
18.3881745376,3.3975223960,2.0751809351,17.2296770404,14.6110137304,16.6655888160
19.5881240473,4.5951714981,3.4060008190,18.4297410423,22.8185613950,29.2809764544
20.7002092655,6.0387610866,4.7316219627,19.6316537669,25.8998036385,34.4055255254
22.0410864460,7.2920023421,6.0499500829,20.8382419950,24.1436322530,32.4506084124
23.3087303597,8.6507181199,7.3597826697,22.0509432949,15.5703991652,32.0067127546
24.5076278521,9.8602697395,8.6621488235,23.2692412670,11.9850883881,32.1258664131
19.1531641618,12.3396579899,9.9613242906,24.4902870720,28.9152403673,54.2133649190
14.7471709631,14.8472613180,12.4119603117,19.1651861494,8.7654590607,44.1859483719
15.9323376936,16.0008515748,14.6763835390,14.7358840787,9.9390844504,31.5995097160
10.8120254270,17.8784223674,15.9768044428,15.9707541799,10.6827040513,42.0751412710
12.1808626983,19.1916525691,18.1619338588,10.9306157300,9.8538359006,42.6461736361
12.6103237254,20.7789004195,19.3461855574,12.2039951447,19.0905690193,22.9915618896
13.4983846629,21.9883489599,20.7116506251,12.4851555194,11.9306186835,41.7284528414
12.2939122085,23.5709974667,21.9562837877,13.4291859778,12.2713088989,25.0446359317
13.8691995060,24.7602051379,23.4524073655,12.3634853068,24.8946150144,23.1771667798
15.0221517737,25.6372687075,24.6308774324,13.6913076851,17.6591575146,7.8864326080
16.4500990124,27.0631463346,25.8370807734,15.0306783858,26.6746203105,-4.8055465023
19.3240521063,17.7297381204,27.0460778770,16.3541679686,23.6906866233,-4.2792037129
22.1698151747,8.5454905990,17.9032134565,19.4451357831,20.6129352252,0.0000000000
24.7090182658,-0.9886516261,8.4920273631,22.0995703640,24.4696299235,5.2666048209
23.1577951308,-1.3352254554,-0.9306499811,24.7887608973,20.0369179249,-12.7164512873
24.4132695213,-0.2009379285,-1.3278338187,23.1565327260,20.4521954060,10.1279079914
24.6225463994,-8.7141725818,0.0036732688,24.3855185158,16.8336808681,0.0000000000
22.5554453313,-5.9663373100,-8.6325227245,24.6250284088,37.9569570223,20.1428373655
